"SC","Year","ISO3","POP","GCAP","carPKM","motorPKM","ptPKM","walkPKM","cyclePKM"
"BAU",2035,"KOR",38240,51618.6003571191,341592458370.021,30986835980.5496,322570422617.839,10714604064.8304,18810655447.1661
"ROG",2035,"KOR",38240,51618.6003571191,186595472220.249,33173632144.4522,450740598425.236,11503099307.7451,20181870259.0437
"LUT",2035,"KOR",38240,51618.6003571191,183892026346.225,32771820087.0255,458356474567.307,11359173219.6152,19928919785.5739
"BAU",2040,"KOR",39313,55282.3283327007,351567425180.788,33287265405.5721,346746005038.297,11309852296.505,20243156557.316
"ROG",2040,"KOR",39313,55282.3283327007,179735277600.941,33668538220.9628,513732630662.799,11454615271.6748,20483434148.5917
"LUT",2040,"KOR",39313,55282.3283327007,176113284237.257,33106526170.9934,524131691987.391,11257419943.2098,20130085241.9863
"BAU",2045,"KOR",40228,58957.0827919798,364795890191.184,35198110963.1851,366766255155.352,11749110817.4528,21442562103.1275
"ROG",2045,"KOR",40228,58957.0827919798,177410362609.068,33660752208.8669,572123861516.864,11234591216.0165,20478225821.7751
"LUT",2045,"KOR",40228,58957.0827919798,172982921988.736,32935039610.7212,585172107629.724,10985553964.9961,20023118205.9838
"BAU",2050,"KOR",41005,61306.0290702405,369492963520.43,37003725985.2378,385775808010.887,12206553803.139,22561872750.8505
"ROG",2050,"KOR",41005,61306.0290702405,170452214459.922,34053670279.7563,619230567189.858,11222514229.2977,20711306589.5043
"LUT",2050,"KOR",41005,61306.0290702405,165752191356.449,33197161189.5864,634007559243.616,10932790067.4276,20175019841.0853
"BAU",2015,"CAN",21538,41760.7285364866,133067882963.105,3722039495.93079,31282795525.4301,1263431257.14509,2111543911.39383
"ROG",2015,"CAN",21538,41760.7285364866,125003520017.883,4297094870.11135,32569832021.0706,1463656704.86836,2445931810.35535
"LUT",2015,"CAN",21538,41760.7285364866,125003520017.883,4297094870.11135,32569832021.0706,1463656704.86836,2445931810.35535
"BAU",2020,"CAN",22882,43593.2264319672,137551345840.155,4474555572.67743,37782879277.5518,1496646987.69215,2525629443.93582
"ROG",2020,"CAN",22882,43593.2264319672,120424555689.583,5694959419.88853,40613524703.1105,1917595557.00704,3235700745.33377
"LUT",2020,"CAN",22882,43593.2264319672,120424555689.583,5694959419.88853,40613524703.1105,1917595557.00704,3235700745.33377
"BAU",2025,"CAN",24071,46177.652267124,142605718988.308,5161293010.21068,43704417137.7998,1698593669.46621,2906561842.49204
"ROG",2025,"CAN",24071,46177.652267124,103412369689.68,7653705814.85837,54095053255.0382,2542118369.47319,4349450203.92753
"LUT",2025,"CAN",24071,46177.652267124,103140861094.353,7649499964.39092,54417317997.4361,2540624115.416,4346888924.44674
"BAU",2030,"CAN",25159,49104.0135294832,146890077044.043,5901551334.87425,50095523486.1185,1910493475.18563,3321134667.58641
"ROG",2030,"CAN",25159,49104.0135294832,94613763281.5092,8839943701.09433,68644104328.4276,2893362978.26158,5028889813.81843
"LUT",2030,"CAN",25159,49104.0135294832,94110135696.5554,8814438085.16511,69444337868.5517,2884709294.87212,5013819227.3966
"BAU",2035,"CAN",26450,51897.3759455131,154479651135.826,6520283050.33249,55436843214.8609,2072647949.85167,3660527372.9276
"ROG",2035,"CAN",26450,51897.3759455131,94629674760.5036,9462524579.81201,81903678225.9635,3040038389.30491,5367363069.53275
"LUT",2035,"CAN",26450,51897.3759455131,93878862425.6316,9410805041.1318,83245560027.5472,3022908992.35844,5337033005.05129
"BAU",2040,"CAN",27721,54824.2834487823,162091249503.808,7174685852.1624,61095695213.2289,2238696341.88692,4020189862.4492
"ROG",2040,"CAN",27721,54824.2834487823,94384411207.3531,10035515208.2771,96718706855.9546,3163050312.51029,5677095611.17197
"LUT",2040,"CAN",27721,54824.2834487823,93344746453.044,9951333425.15329,98705775062.0677,3135780985.03535,5627949565.1286
"BAU",2045,"CAN",28982,57916.8301601875,171237433808.204,7761130777.38974,66163743491.6751,2374704870.19197,4340282202.1017
"ROG",2045,"CAN",28982,57916.8301601875,95900020266.4044,10443006647.3112,111802165923.618,3225106901.64431,5889649792.02424
"LUT",2045,"CAN",28982,57916.8301601875,94523339225.4953,10322201445.9929,114516971983.983,3186870070.72882,5819440065.47454
"BAU",2050,"CAN",30257,61355.7868855417,179995569136.648,8479742530.1608,72384685860.4745,2541126284.27331,4736298552.60351
"ROG",2050,"CAN",30257,61355.7868855417,95323221358.73,10919923545.8905,130364014377.567,3300551411.75285,6143999341.69555
"LUT",2050,"CAN",30257,61355.7868855417,93561988457.0941,10751659928.324,133959783294.205,3248541950.96659,6046513159.62317
"BAU",2015,"USA",191489,48977.7158208966,2492891559190.12,38280252905.1327,297939020446.435,14209109820.8107,24561738395.5242
"ROG",2015,"USA",191489,48977.7158208966,2371023398042.27,46880312716.0273,309991614822.032,17458839977.143,30173627566.4549
"LUT",2015,"USA",191489,48977.7158208966,2371023398042.27,46880312716.0273,309991614822.032,17458839977.143,30173627566.4549
"BAU",2020,"USA",201375,52284.5472819288,2621503003770.73,44081763382.1701,342534886839.78,16029417231.7369,28277484864.6345
"ROG",2020,"USA",201375,52284.5472819288,2424322124831.15,58076110691.8512,362962172508.992,21225423588.3786,37434723787.5884
"LUT",2020,"USA",201375,52284.5472819288,2424322124831.15,58076110691.8512,362962172508.992,21225423588.3786,37434723787.5884
"BAU",2025,"USA",211297,56139.1753045917,2778437841676.57,50004875470.7706,388775513759.422,17768302962.513,32047193840.4763
"ROG",2025,"USA",211297,56139.1753045917,2321253457864.41,78755129589.3987,489043113149.139,28177641658.9083,50797905228.0021
"LUT",2025,"USA",211297,56139.1753045917,2316382024354.43,78790361943.1502,493483674935.958,28190195116.8815,50820439055.6288
"BAU",2030,"USA",220936,60425.3192644612,2943543487540.39,56608923373.4803,440558298274.758,19626093348.4223,36262724257.9796
"ROG",2030,"USA",220936,60425.3192644612,2324358295054.6,91225727988.0908,635727619139.543,31893392323.4956,58886818761.7241
"LUT",2030,"USA",220936,60425.3192644612,2314828028247.61,91102229209.8576,646766040673.165,31849968680.6271,58805416034.9578
"BAU",2035,"USA",231388,64325.3007767657,3129551233987.01,61973818368.6038,482219334458.61,20963195644.8192,39659241506.9083
"ROG",2035,"USA",231388,64325.3007767657,2400219817933.21,98115914797.0195,775443957766.913,33478422248.6005,63267690013.0491
"LUT",2035,"USA",231388,64325.3007767657,2385458738030.45,97771997775.6908,794323583568.936,33360787381.2776,63042748512.022
"BAU",2040,"USA",241554,67934.1823899323,3309810572131.08,67453117217.0547,524831104167.97,22286964953.1933,43119610285.7707
"ROG",2040,"USA",241554,67934.1823899323,2466756563455.02,104679277018.913,924972326932.633,34900348831.3425,67417910215.5421
"LUT",2040,"USA",241554,67934.1823899323,2446176351758.01,104066332407.132,952764450623.151,34696140626.4784,67018498428.5223
"BAU",2045,"USA",251556,71283.7623562238,3496156494469.19,72253905113.1393,562014602413.592,23337510088.0128,46125989887.171
"ROG",2045,"USA",251556,71283.7623562238,2547485640811.11,109715182964.438,1071032880005.42,35766893060.424,70540441248.6704
"LUT",2045,"USA",251556,71283.7623562238,2520585921135.25,108814650511.056,1108354393349.31,35474315904.4309,69955317434.7027
"BAU",2050,"USA",261628,74481.3661821147,3676478908908.54,77813318384.3743,605267136356.477,24582533736.4992,49610039487.1671
"ROG",2050,"USA",261628,74481.3661821147,2605960975042.2,115677159382.004,1237036590602.57,36900361006.7118,74252782432.5573
"LUT",2050,"USA",261628,74481.3661821147,2572318893511.01,114454229955.697,1284630255116.03,36512238242.4374,73457249168.6534
"BAU",2015,"JPN",88037,34910.1020307199,1472810760760.08,66709239296.0053,625241874717.485,26144492934.077,41708285592.9268
"ROG",2015,"JPN",88037,34910.1020307199,1493394429778.89,65375191925.2538,612841604611.093,25614842493.2044,40861231536.0625
"LUT",2015,"JPN",88037,34910.1020307199,1493394429778.89,65375191925.2538,612841604611.093,25614842493.2044,40861231536.0625
"BAU",2020,"JPN",89140,35411.8851172208,1413417427333.3,73313002646.1017,688323013567.563,28691837615.1134,45908564108.1936
"ROG",2020,"JPN",89140,35411.8851172208,1266761679358.86,82517966745.4071,711618351453.588,32434693326.2055,51895575110.5109
"LUT",2020,"JPN",89140,35411.8851172208,1266761679358.86,82517966745.4071,711618351453.588,32434693326.2055,51895575110.5109
"BAU",2025,"JPN",88705,37817.3059651644,1371086894672.41,77864699230.5082,731366727941.423,30349824565.6274,49161357202.1905
"ROG",2025,"JPN",88705,37817.3059651644,934140083186.094,100603364098.73,865615661561.202,39498783386.9534,63979539897.8579
"LUT",2025,"JPN",88705,37817.3059651644,930443484522.15,100473088069.74,871088299518.761,39444957263.8773,63892353835.6177
"BAU",2030,"JPN",87424,41152.4766923005,1322674465181.46,82373788195.5483,773904367939.525,31929406148.0159,52585520161.3189
"ROG",2030,"JPN",87424,41152.4766923005,750061602044.375,106018182584.167,1030617390690.14,41442119551.0696,68251139439.4628
"LUT",2030,"JPN",87424,41152.4766923005,743584446465.007,105480764967.85,1044340153657.13,41223711571.6462,67891413306.6474
"BAU",2035,"JPN",85726,44650.8963650556,1304378136101.79,83544150182.8262,783374508205.649,32173762405.6547,53970769136.4287
"ROG",2035,"JPN",85726,44650.8963650556,691806374833.516,102003542502.161,1149686124250.99,39554549489.5341,66347211526.187
"LUT",2035,"JPN",85726,44650.8963650556,681116273606.577,100770450649.621,1176654926365.59,39065495891.8794,65538762699.7331
"BAU",2040,"JPN",83889,48190.4533160349,1281509357044.19,84661143155.4014,792383459574.558,32377487888.9001,55344671958.0998
"ROG",2040,"JPN",83889,48190.4533160349,634073093372.488,97747833652.7229,1265369180526.23,37581995632.6929,64228121262.1501
"LUT",2040,"JPN",83889,48190.4533160349,620966464108.15,96044449338.9843,1300903917395.96,36911957457.213,63097029039.5693
"BAU",2045,"JPN",82100,51993.323809068,1276708249396.55,84854962649.7133,792459488493.366,32158100757.2106,56104753372.0565
"ROG",2045,"JPN",82100,51993.323809068,597910310155.398,92432392963.2797,1370218626717.95,35159589393.7422,61314336768.0684
"LUT",2045,"JPN",82100,51993.323809068,582091375061.447,90290502807.0303,1414085190212.79,34326855984.7899,59877741188.9528
"BAU",2050,"JPN",80424,56110.3361251099,1264509471836.73,86045079255.5073,802111885704.713,32258032414.2077,57550820216.4858
"ROG",2050,"JPN",80424,56110.3361251099,543438917638.161,88126971488.1093,1494529299506,33113478927.2065,59027613257.5844
"LUT",2050,"JPN",80424,56110.3361251099,525414309771.951,85497127689.4597,1546769162891.14,32104532115.4617,57246124434.6967
"BAU",2015,"LAO",997,21464.134949965,683943954.577366,1118176033.21151,1251891101.31884,73044795.5859597,110063229.317507
"ROG",2015,"LAO",997,21464.134949965,691107535.493072,1115816446.26461,1249249347.41438,72890655.6821484,109830972.721481
"LUT",2015,"LAO",997,21464.134949965,691107535.493072,1115816446.26461,1249249347.41438,72890655.6821484,109830972.721481
"BAU",2020,"LAO",1271,26757.7454845943,1499539727.60658,1703058577.55641,1938863799.51826,114382595.348722,176555323.036017
"ROG",2020,"LAO",1271,26757.7454845943,1354280388.70233,1750014970.04182,1926664545.5143,117536329.525265,181423271.298702
"LUT",2020,"LAO",1271,26757.7454845943,1354280388.70233,1750014970.04182,1926664545.5143,117536329.525265,181423271.298702
"BAU",2025,"LAO",1540,32488.2544904406,2211863148.24623,2407137201.77318,2770271417.85749,161139893.481846,255718462.124608
"ROG",2025,"LAO",1540,32488.2544904406,1672400088.98507,2359086230.56639,3471182372.20859,157923239.119038,250613842.225276
"LUT",2025,"LAO",1540,32488.2544904406,1393852694.47608,2131606024.81044,3161210524.77359,136221451.098247,216717729.377989
